label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
3	650 m^3	0.1753	?	Long Beach, Moreno Valley, Chula Vista, Oakland	Vani	0.8575	686	678	677 N	Chris	31
5	413 m^3	0.3312	Moreno Valley	San Francisco	Sam	0.366	231	909	442 N	Eriq	733
0	862 m^3	0.5687	Anaheim	Stockton, Fresno	Michael	0.5796	193	-1	756 N	Andrew	208
5	565 m^3	0.275	Riverside	San Francisco	Sam	0.6766	160	882	667 N	Eriq	555
4	107 m^3	0.7094	San Jose	Riverside	Lise	0.1336	575	799	-30 N	Michael	917
0	902 m^3	0.6595	San Diego	Stockton	Eriq	0.5149	584	210	799 N	Reilly	269
0	1079 m^3	0.6953	Chula Vista	Fresno	Michael	0.5802	599	231	?	vani	9
0	1087 m^3	0.4815	Anaheim	Stockton	Michael	0.5219	714	7	828 N	Andrew	244
5	551 m^3	0.3875	Moreno Valley	San Francisco	Sam	0.367	52	871	383 N	Eriq	425
2	693 m^3	0.7833	Santa Ana	Fremont, Santa Ana, Sacramento	Reilly	0.5438	297	77	977 N	Lise	596
2	829 m^3	0.8623	Santa Ana	Sacramento, Irvine, Santa Ana	Reilly	0.6308	398	62	1031 N	Lise	735
1	-99 m^3	-0.0494	Chula Vista	Santa Clarita, Modesto, Anaheim, Bakersfield	andrew	0.8744	812	231	134 N	Sam	504
2	874 m^3	1.0576	Modesto	Fremont	Reilly	0.5004	130	182	540 N	Lise	947
2	910 m^3	0.7608	Santa Ana	San Diego	Reilly	0.3491	231	110	829 N	Lise	902
0	1307 m^3	0.4153	sTOCKTON	Stockton	michael	0.3961	582	52	511 N	Reilly	73
4	179 m^3	0.7494	Fresno	Riverside	Tony	0.1545	804	802	148 N	Tony	906
2	646 m^3	0.9706	Santa Clarita	Santa Ana, Fremont, Irvine	Reilly	0.7235	224	284	940 N	Lise	1137
5	508 m^3	0.393	Moreno Valley	san francisco	Sam	0.2873	269	808	389 N	Eriq	530
3	611 m^3	0.4167	Fremont	Chula Vista, Moreno Valley	Vani	0.7509	1004	375	162 N	Chris	145
3	467 m^3	0.4259	Irvine	Moreno Valley	Vani	0.9648	721	180	423 N	Chris	120
1	-12 m^3	-0.0782	Long Beach	Modesto	Inan	0.6333	756	575	112 N	Sam	377
4	150 m^3	NULL	Fresno	Los Angeles	Chris	0.0267	386	504	162 N	sam	931
4	145 m^3	0.8339	Fresno	Riverside	Tony	-0.1345	704	579	119 N	Michael	1016
5	476 m^3	0.606	Riverside	San Francisco	Sam	0.6084	-166	731	571 N	Eriq	576
4	124 m^3	0.8643	San Bernardino	Santa Ana, Irvine	Chris	0.2038	519	n/a	259 N	Michael	923
3	785 m^3	0.3645	Irvine	Chula Vista	Vani	1.0804	912	420	472 N	Chris	393
3	612 m^3	0.6993	Fremont	San Bernardino, Long Beach, Chula Vista, Moreno Valley	Vani	0.836	999	312	639 N	Chris	109
4	263 m^3	0.7444	Fresno	Los Angeles	Tony	-0.0212	687	641	5 N	Michael	795
4	339 m^3	0.8071	San Jose	Riverside	Tony	-0.0102	388	612	-44 N	Tony	806
5	511 m^3	0.2215	Riverside	San Francisco	Sam	0.2663	106	863	342 N	Eriq	447
4	380 m^3	0.6182	San Bernardino	Bakersfield, San Diego, Santa Clarita	Tony	0.2019	8	634	73 N	Reilly	752
3	618 m^3	0.2301	Irvine	Oakland, Chula Vista, San Bernardino, Moreno Valley	Vani	0.8133	647	374	564 N	Chris	205
2	912 m^3	0.8089	Santa Ana	Fremont	Fabrice	0.7427	-118	337	780 N	Lise	913
1	23 m^3	-0.1275	Bakersfield	Bakersfield	Inan	0.7884	1166	693	499 N	Inan	397
5	455 m^3	0.4127	Irvine	San Francisco	Sam	0.3466	218	844	732 N	Eriq	536
2	641 m^3	0.8847	Modesto	Santa Ana, Fremont, Irvine	Fabrice	0.4602	467	212	1047 N	Lise	766
3	484 m^3	0.3045	Fremont	Moreno Valley, Oakland	Vani	0.6792	836	370	730 N	Chris	323
5	664 m^3	0.3838	San Francisco	San Francisco	Sam	0.2453	-104	1005	448 N	Eriq	558
2	680 m^3	0.9607	Modesto	Fremont, Santa Ana, Sacramento	Fabrice	0.6874	511	63	958 N	Lise	1012
0	968 m^3	0.5925	Stockton	San Jose, Fresno	Eriq	0.4178	653	350	624 N	Fabrice	63
0	970 m^3	0.6889	San Diego	Fresno, San Jose	Eriq	0.2538	617	143	912 N	Vani	319
1	129 m^3	0.2651	Long Beach	Modesto, Santa Clarita, Anaheim	Andrew	0.7189	786	446	213 N	Sam	559
5	665 m^3	0.3913	Moreno Valley	San Francisco	Sam	0.2875	144	982	660 N	Eriq	657
1	24 m^3	-0.0949	Long Beach	San Diego, Santa Clarita, Bakersfield	NULL	0.9028	943	841	121 N	sAM	333
1	78 m^3	-0.0811	Long Beach	Santa Clarita, Bakersfield	Andrew	1.0272	1075	456	422 N	Inan	357
3	526 m^3	0.3156	Fremont	Oakland, San Bernardino	Vani	0.8942	888	436	809 N	Chris	243
5	419 m^3	0.3913	San Francisco	San Francisco	Sam	0.117	58	1000	647 N	Eriq	810
1	27 m^3	0.1776	Oakland	Modesto, Santa Clarita	Andrew	0.7988	1052	427	181 N	Sam	462
4	238 m^3	0.7604	San Jose	Los Angeles	Lise	0.247	586	854	-42 N	Tony	888
1	-37 m^3	-0.0168	Bakersfield	Santa Clarita, Bakersfield, Anaheim	Andrew	0.6328	919	711	287 N	Inan	517
0	1132 m^3	0.4595	San Diego	San Jose	Michael	0.564	551	406	736 N	Andrew	68
3	499 m^3	0.4977	Irvine	San Bernardino, Chula Vista	Vani	1.0278	563	361	569 N	Chris	355
1	30 m^3	0.0374	Bakersfield	Santa Clarita	Andrew	0.6031	680	479	204 N	Sam	477
3	681 m^3	0.247	Irvine	Chula Vista	Vani	1.0782	752	432	759 N	Chris	-33
1	-180 m^3	0.0391	Bakersfield	San Diego, Bakersfield	Andrew	0.8966	1064	607	300 N	Sam	567
3	499 m^3	0.4593	Irvine	San Bernardino	Michael	0.8125	994	526	654 N	Chris	221
3	530 m^3	-0.0306	Irvine	Chula Vista, Long Beach, Moreno Valley, Oakland	Vani	0.865	765	614	553 N	Chris	136
1	-215 m^3	-0.0926	Long Beach	Santa Clarita, Modesto	Andrew	0.6726	673	670	355 N	Sam	476
4	346 m^3	0.8981	SAN JOSE	Riverside	Lise	0.3343	749	701	-97 N	Michael	794
0	1013 m^3	0.4935	aNAHEIM	San Jose, Stockton	Eriq	0.1752	370	294	811 N	Reilly	90
4	391 m^3	0.5883	San Bernardino	Los Angeles	Chris	0.2672	609	716	174 N	Michael	660
2	919 m^3	1.0827	Santa Ana	Santa Ana, Fremont, Irvine	Fabrice	0.598	341	25	821 N	Lise	814
4	353 m^3	0.864	San Bernardino	Riverside	Tony	0.1657	355	728	313 N	Tony	900
4	242 m^3	0.8182	San Jose	Riverside	Tony	0.0635	434	811	-13 N	Tony	927
5	345 m^3	0.2491	Oakland	San Francisco	Sam	0.3264	275	849	290 N	Eriq	526
0	883 m^3	0.5606	Stockton	Stockton, Fresno		0.3171	678	211	600 N	Fabrice	182
2	839 m^3	0.8332	Santa Ana	iRVINE	Inan	0.5577	130	10	737 N	Lise	1018
3	826 m^3	0.3501	Fremont	Long Beach	Vani	1.1382	884	544	458 N	Chris	-71
1	-109 m^3	0.0147	Bakersfield	Modesto	Andrew	0.8835	918	753	242 N	Sam	451
5	324 m^3	0.5293	Oakland	San Francisco	Andrew	0.3913	-16	887	722 N	Eriq	578
1	37 m^3	-0.0376	Chula Vista	Anaheim, Modesto, San Diego	Inan	1.0122	771	714	239 N	Sam	331
1	-188 m^3	-0.0619	Bakersfield	San Diego, Modesto, Bakersfield, Anaheim	Andrew	0.9654	1058	537	-139 N	Inan	345
3	549 m^3	0.1276	Irvine	Long Beach	Vani	1.0037	897	590	480 N	Chris	-13
3	557 m^3	0.4079	Fremont	Chula Vista, Moreno Valley	Lise	0.9006	942	265	312 N	Chris	417
2	745 m^3	0.8637	Modesto	Santa Ana	Fabrice	0.552	-187	123	899 N	Lise	1058
5	551 m^3	0.4247	San Francisco	San Francisco	Sam	0.3912	2	884	465 N	Eriq	929
0	1087 m^3	0.7147	Stockton	Fresno, Stockton	Eriq	0.5217	472	233	898 N	Andrew	319
3	557 m^3	0.5492	Fremont	Moreno Valley, Long Beach, San Bernardino, Oakland	Vani	0.8795	668	627	576 N	Chris	70
5	303 m^3	0.4902	Riverside	San Francisco	Sam	0.3519	213	699	709 N	Eriq	501
5	229 m^3	0.4038	San Francisco	San Francisco	Sam	0.3231	8	877	402 N	Eriq	522
2	1007 m^3	0.9922	Santa Ana	Sacramento, Irvine, Santa Ana	Fabrice	0.4844	125	-5	706 N	Lise	1045
0	881 m^3	0.6662	San Diego	fRESNO, sTOCKTON	Michael	0.4613	204	195	718 N		53
1	-147 m^3	-0.0847	Santa Ana	Bakersfield, Modesto, Anaheim	Inan	0.6171	877	648	257 N	Inan	472
2	815 m^3	0.7287	Irvine	Irvine, Santa Ana, Sacramento	Reilly	0.5808	176	149	705 N	LISE	748
2	832 m^3	0.8185	San Jose	Moreno Valley	Fabrice	0.9124	148	148	778 N	Lise	823
3	682 m^3	0.2308	Irvine	San Bernardino, Long Beach	Vani	0.8536	772	406	673 N	Chris	162
2	772 m^3	0.8388	Santa Clarita	Santa Ana	Reilly	0.62	-59	103	1048 N	Lise	922
0	960 m^3	0.6274	San Diego	Stockton, Fresno	Michael	0.4411	628	-58	1060 N	Reilly	86
3	?	0.3162	Fremont	Chula Vista, Long Beach, Oakland	n/a	0.9736	894	571	498 N	Chris	115
0	1138 m^3	0.5242	San Diego	Fresno	Michael	0.632	640	158	929 N	Reilly	182
0	952 m^3	0.6423	Los Angeles	Stockton	Michael	0.7054	774	313	655 N	Fabrice	-26
1	-254 m^3	0.0841	Bakersfield	Stockton	Inan	0.8366	1008	531	291 N	Sam	368
1	68 m^3	-0.0862	Chula Vista	Santa Clarita, Modesto, San Diego	Inan	1.1579	763	377	442 N	Inan	369
0	780 m^3	0.5539	Stockton	Sacramento	Michael	0.4703	476	267	642 N	Fabrice	162
3	882 m^3	0.2345	fremont	Long Beach	Vani	0.9336	715	152	727 N	Chris	265
3	675 m^3	0.4458	Irvine	Long Beach, Chula Vista, Moreno Valley	Vani	0.7648	1052	274	790 N	Chris	208
4	299 m^3	0.6391	San Bernardino	Irvine	Chris	0.4034	595	919	182 N	Michael	909
3	567 m^3	0.3676	Irvine	Los Angeles	Vani	0.8713	1216	331	428 N	Chris	102
3	495 m^3	0.2927	Fremont	San Bernardino, Oakland, Long Beach, Chula Vista	Vani	0.6925	704	393	330 N	Chris	188
4	261 m^3	0.779	San Jose	Los Angeles	Lise	0.4053	805	592	54 N	Tony	839
4	229 m^3	0.7703	San Jose	Los Angeles	Lise	0.042	426	891	72 N	Tony	830
0	925 m^3	0.5973	Sacramento	Stockton, Fresno	Eriq	0.6777	431	200	698 N	Fabrice	556
1	-233 m^3	0.006	Chula Vista	Bakersfield	Inan	0.8672	841	475	260 N	Chris	369
2	711 m^3	0.7694	Santa Ana	Sacramento, Santa Ana, Irvine	Eriq	0.8134	423	91	1011 N	Lise	1227
5	350 m^3	0.4351	San Francisco	?	Sam	0.1299	8	879	476 N	Eriq	635
2	672 m^3	0.7566	Modesto	Sacramento, Fremont, Irvine	Fabrice	0.7271	433	30	885 N	Lise	827
0	N/A	0.9005	San Diego	San Jose	Michael	0.4764	377	31	523 N	VANI	1
0	897 m^3	0.7119	Stockton	Fresno, Stockton	Eriq	0.46	490	-71	652 N	Vani	273
2	797 m^3	0.5831	Modesto	Irvine	Reilly	0.7159	510	-149	803 N	Lise	886
5	299 m^3	0.3124	Riverside	SAN FRANCISCO	Sam	0.2073	208	950	485 N	Eriq	571
3	416 m^3	0.4179	Fremont	Moreno Valley, San Bernardino	Vani	0.803	911	329	622 N	Chris	113
1	109 m^3	0.182	Long Beach	Bakersfield	Andrew	0.7861	578	561	317 N	Sam	558
4	221 m^3	0.5776	Fresno	Riverside	Lise	0.1219	404	736	77 N	Tony	916
2	863 m^3	0.7811	Los Angeles	Irvine, Santa Ana	Fabrice	0.6336	585	230	865 N	lISE	1213
4	272 m^3	0.8427	Long Beach	Riverside	Lise	0.2501	601	815	59 N	Michael	873
3	693 m^3	0.3881	Irvine	Long Beach, San Bernardino, Oakland	Vani	0.9667	832	418	817 N	Chris	168
2	813 m^3	0.8138	Los Angeles	Irvine, Fremont	Reilly	0.4911	442	-140	1037 N	Lise	875
3	658 m^3	0.2362	Fremont	Oakland, Long Beach	Vani	1.206	553	222	632 N	Chris	474
5	686 m^3	0.3149	San Francisco	sAN fRANCISCO	Sam	0.4474	259	759	454 N	Eriq	467
4	159 m^3	0.9457	SAN JOSE	Los Angeles	CHRIS	0.1882	674	754	184 N	Tony	976
0	1140 m^3	0.5858	Stockton	San Jose	Michael	0.5082	689	121	671 N	Andrew	346
2	774 m^3	0.8697	Santa Clarita	Irvine, Santa Ana	Reilly	0.4541	535	10	800 N	Lise	957
2	545 m^3	0.8277	Santa Clarita	Irvine, Santa Ana, Sacramento	Fabrice	0.6339	191		800 N	Lise	1081
4	217 m^3	0.8245	San Bernardino	Riverside	Tony	0.2261	585	727	-75 N	mICHAEL	1097
0	716 m^3	0.3673	Sacramento	Fresno	Michael	0.5477	608	86	802 N	Reilly	-44
1	169 m^3	-0.0907	Chula Vista	Anaheim, Santa Clarita, San Diego, Bakersfield	Andrew	0.8766	1062	405	284 N	Sam	315
2	615 m^3	0.872	Los Angeles	Santa Ana, Fremont	Fabrice	0.9361	106	388	963 N	Lise	1025
0	974 m^3	0.5018	Irvine	Fresno, Stockton	Michael	0.4261	601	201	807 N	Vani	233
2	874 m^3	0.9174	Los Angeles	Irvine, Santa Ana	Fabrice	0.5713	168	23	760 N	Lise	1039
5	564 m^3	0.1065	Oakland	San Francisco	Sam	0.0757	-68	1081	425 N	Eriq	608
0	857 m^3	0.6599	Anaheim	San Jose, Fresno	Michael	0.417	222	374	676 N	Vani	-24
2	885 m^3	0.9307	Modesto	Riverside	Reilly	0.7071	161	-106	905 N	Lise	775
4	151 m^3	0.9057	San Jose	Riverside	Chris	0.2345	481	988	-36 N	Tony	772
1	-55 m^3	-0.0767	Long Beach	n/a	andrew	0.6876	923	675	225 N	Inan	443
5	374 m^3	0.5052	Oakland	San Francisco	Sam	0.3043	200	963	400 N	Eriq	474
1	21 m^3	-0.2402	Long Beach	Santa Clarita	Inan	0.7483	913	569	169 N	Inan	631
5	341 m^3	0.1432	Moreno Valley	San Francisco	Sam	0.26	233	872	562 N	Eriq	357
1	-20 m^3	-0.1472	Chula Vista	Anaheim, San Diego	Andrew	0.8853	868	436	-58 N	Sam	319
4	84 m^3	0.8109	Fresno	Los Angeles	Tony	-0.0941	544	1014	376 N	Michael	709
3	675 m^3	0.4103	iRVINE	Oakland	Vani	0.8983	497	435	419 N	Chris	36
5	322 m^3	0.4688	Moreno Valley	San Francisco	Sam	0.3773	40	None	807 N	Eriq	460
1	132 m^3	0.1581	Bakersfield	Anaheim, Bakersfield, San Diego, Santa Clarita	Andrew	0.6593	1097	833	243 N	Sam	173
3	473 m^3	0.3312	Irvine	Long Beach, Moreno Valley, Oakland	Vani	0.7759	684	441	671 N	Chris	-36
4	192 m^3	0.8584	San Jose	Riverside	Lise	0.1218	580	711	225 N	Michael	795
0	946 m^3	0.5757	San Diego	Chula Vista	Eriq	0.6665	754	210	699 N	Vani	94
1	208 m^3	0.0351	Bakersfield	Bakersfield, Anaheim, San Diego, Modesto	Inan	0.8942	856	345	237 N	Sam	424
3	724 m^3	0.1362	Fremont	San Francisco	Vani	0.8134	951	229	464 N	Chris	133
2	574 m^3	0.823	Los Angeles	Santa Ana, Sacramento, Fremont	Fabrice	0.5829	170	-47	692 N	Lise	1225
2	520 m^3	0.8717	Santa Ana	Sacramento, Santa Ana, Fremont	Reilly	0.5163	150	-152	807 N	Lise	975
0	891 m^3	0.479	San Diego	Fresno, Stockton	Eriq	0.4382	682	268	752 N	Vani	269
3	688 m^3	0.1752	Irvine	Oakland, Chula Vista, Moreno Valley	Vani	1.03	745	474	456 N	Chris	31
4	175 m^3	0.825	Fresno	Riverside	Michael	-0.1386	775	654	353 N	Michael	844
2	726 m^3	0.9382	Modesto	Fremont	Fabrice	0.6906	195	-146	740 N	Lise	1036
2	934 m^3	0.8487	Modesto	Irvine	Fabrice	0.5602	345	-60	996 N	Lise	927
3	681 m^3	0.1357	Fremont	Long Beach	Vani	1.0853	713	28	378 N	Chris	146
1	60 m^3	-0.1011	Bakersfield	San Diego, Modesto, Bakersfield, Anaheim	Inan	0.8356	986	693	109 N	Inan	161
4	313 m^3	0.6627	San Jose	Los Angeles	Tony	0.3166	256	890	102 N	Tony	837
4	323 m^3	0.7388	Irvine	Los Angeles	Chris	0.2721	436	943	224 N	Tony	756
1	35 m^3	-0.1009	Long Beach	Anaheim	Andrew	0.8027	1076	391	478 N	Sam	344
3	551 m^3	0.5055	Fremont	Long Beach, Oakland, Moreno Valley, Chula Vista	Vani	1.0731	560	601	538 N	Chris	190
1	-163 m^3	0.0443	N/A	Modesto, San Diego	inan	0.7851	1102	603	422 N	Sam	537
1	19 m^3	-0.0764	Bakersfield	SAN DIEGO, ANAHEIM	Inan	1.0838	914	601	325 N	inan	335
0	855 m^3	0.7099	Anaheim	Fresno, Stockton	Eriq	0.3514	546	-63	1062 N	Vani	126
5	329 m^3	0.3148	Moreno Valley	San Francisco	Sam	0.3544	11	958	738 N	Eriq	468
1	-83 m^3	-0.1269	Bakersfield	Anaheim, Santa Clarita, Modesto	Inan	0.5737	750	795	260 N	Sam	479
5	574 m^3	0.3887	San Francisco	San Diego, Bakersfield, Modesto, Anaheim	Sam	None	86	863	355 N	Eriq	742
0	1040 m^3	0.6562	Anaheim	San Jose, Fresno	INAN	0.4659	647	-44	1076 N	Fabrice	316
0	979 m^3	0.8421	Stockton	San Jose	Michael	0.4153	335	89	968 N	Fabrice	186
4	-266 m^3	0.7109	San Bernardino	lOS aNGELES	Tony	0.1487	560	932	135 N	Tony	814
0	1192 m^3	0.7373	Stockton	Stockton, Fresno	Michael	0.5145	703	263	811 N	Andrew	76
0	1067 m^3	0.6341	Sacramento	San Jose	Eriq	0.7633	438	78	486 N	Andrew	207
1	47 m^3	0.1076	BAKERSFIELD	Anaheim, Santa Clarita, San Diego, Modesto	Inan	0.6886	893	422	157 N	Inan	611
1	50 m^3	-0.0703	Bakersfield	Modesto	Andrew	0.8728	654	540	205 N	Inan	488
4	163 m^3	0.7467	San Bernardino	Riverside	lISE	0.0099	157	857	289 N	Tony	823
0	886 m^3	0.6537	Sacramento	Fresno	Michael	0.3007	447	231	872 N	Vani	148
1	-4 m^3	-0.0959	Bakersfield	Modesto	Andrew	0.5395	1170	469	456 N	Sam	326
3	519 m^3	0.4491	Anaheim	Moreno Valley, San Bernardino, Chula Vista	Vani	0.7609	835	515	508 N	Chris	156
2	719 m^3	0.6657	Santa Clarita	Irvine, Fremont, Santa Ana	Fabrice	0.5573	640	-204	1073 N	Michael	758
2	942 m^3	0.9962	Los Angeles	Irvine, Fremont, Santa Ana	Fabrice	0.5177	134	155	1187 N	Lise	842
0	1018 m^3	0.6239	Sacramento	Fresno	Eriq	0.483	368	None	928 N	Fabrice	107
0	864 m^3	0.4584	Anaheim	Fresno	Eriq	0.633	802	193	622 N	Vani	165
5	392 m^3	0.3879	oakland	Stockton	Sam	0.3912	198	1037	334 N	Eriq	506
3	552 m^3	0.4316	Irvine	Chula Vista	Vani	0.7931	695	255	580 N	Chris	217
3	729 m^3	0.2369	Fremont	San Bernardino, Long Beach, Oakland	Vani	0.7836	976	387	880 N	Chris	177
4	443 m^3	0.6802	Fresno	Riverside	Chris	0.0407	764	779	312 N	Michael	674
3	530 m^3	0.3403	Irvine	San Bernardino	Vani	0.8462	792	539	439 N	Chris	166
1	250 m^3	0.0269	Bakersfield	Bakersfield, San Diego, Santa Clarita	Andrew	0.8106	1097	438	180 N	Inan	427
3	656 m^3	0.1225	Fremont	Chula Vista	Vani	0.8595	965	266	680 N	Chris	54
4	429 m^3	0.563	N/A	Riverside	Lise	0.052	NULL	548	241 N	Tony	760
4	212 m^3	0.763	Fresno	Los Angeles	Tony	0.2153	633	1044	47 N	Tony	862
5	507 m^3	0.3434	Riverside	San Francisco	Sam	0.2267	73	857	214 N	Eriq	517
4	481 m^3	0.9953	Fresno	Los Angeles	lISE	0.2604	534	816	226 N	Tony	811
5	660 m^3	0.5343	Moreno Valley	San Francisco	Sam	0.2976	246	1060	401 N	Inan	553
3	564 m^3	0.5176	Fremont	Long Beach	Vani	1.0701	840	332	431 N	Chris	258
2	810 m^3	0.6717	Santa Clarita	Irvine	Fabrice	0.5541	176	172	694 N	Lise	1091
1	-190 m^3	0.0609	Long Beach	San Diego, Bakersfield, Santa Clarita, Modesto	Andrew	0.8834	693	661	98 N	Tony	309
4	71 m^3	0.6603	San Jose	Riverside	Chris	0.0808	895	866	285 N	None	820
2	784 m^3	0.9768	Los Angeles	Santa Ana, Sacramento	Fabrice	0.6903	-20	-234	828 N	Lise	1075
1	-98 m^3	0.1032	Chula Vista	San Diego, Bakersfield, Santa Clarita	Inan	0.9044	893	588	295 N	Sam	558
3	701 m^3	0.3248	Irvine	Oakland, Chula Vista	vani	0.9875	982	384	589 N	Chris	-92
3	469 m^3	0.4514	Fremont	Long Beach, Chula Vista, Moreno Valley, Oakland	Vani	0.6481	854	304	555 N	Chris	187
5	322 m^3	0.3939	Riverside	san francisco	Inan	0.0352	-17	963	205 N	Eriq	481
1	-91 m^3	-0.0314	Long Beach	Anaheim	Inan	0.4754	775	503	415 N	Eriq	497
0	1056 m^3	0.6254	Fremont	Stockton	Eriq	0.7783	342	43	360 N	Andrew	287
5	540 m^3	0.2874	San Francisco	San Francisco	Sam	?	19	1015	202 N	Eriq	616
2	620 m^3	0.8522	Santa Ana	Irvine	Fabrice	0.5891	223	263	890 N	Lise	821
1	98 m^3	0.1778	Long Beach	Santa Clarita, San Diego, Modesto	Andrew	0.7985	615	309	-98 N	Inan	373
5	566 m^3	0.4635	Oakland	San Francisco	Sam	0.5479	71	1117	271 N	Eriq	553
3	351 m^3	0.2809	Fremont	San Bernardino	Vani	1.0428	732	474	568 N	Chris	-23
3	605 m^3	0.4551	Fremont	Moreno Valley, San Bernardino, Long Beach, Oakland	Vani	0.9624	909	249	587 N	Chris	230
3	366 m^3	0.4238	Irvine	Long Beach, Chula Vista, Moreno Valley	Vani	0.9359	923	484	579 N	Chris	118
3	717 m^3	0.2478	iRVINE	Oakland, Long Beach	vani	n/a	1100	269	697 N	Chris	242
1	74 m^3	-0.129	Fremont	San Diego	Inan	0.9082		494	319 N	Inan	270
3	546 m^3	0.3732	Irvine	Chula Vista	Vani	0.9809	1017	212	604 N	Chris	122
5	350 m^3	0.4913	Moreno Valley	San Francisco	Sam	0.1511	-129	971	626 N	Eriq	621
0	907 m^3	0.7391	Stockton	Fresno, San Jose	Michael	0.5425	658	-1	847 N	Fabrice	224
0	1001 m^3	0.5038	Stockton	San Jose	Michael	0.5232	432	290	773 N	Andrew	168
2	791 m^3	0.7052	Santa Ana	Santa Ana, Fremont	Reilly	0.5686	311	-62	917 N	Lise	1214
4	365 m^3	0.7586	San Bernardino	Riverside	Lise	0.2337	479	539	277 N	Michael	656
0	1056 m^3	0.5342	Sacramento	San Jose	Michael	0.269	379	244	719 N	Reilly	120
5	147 m^3	0.2967	Riverside	San Francisco	Sam	0.1308	100	971	426 N	Eriq	614
2	768 m^3	0.8051	Santa Clarita	Fremont, Irvine	Fabrice	0.7436	67	110	775 N	Lise	827
4	252 m^3	0.7863	Sacramento	Riverside	Chris	0.002	553	424	156 N	Michael	706
2	787 m^3	0.9106	Santa Ana	Irvine, Sacramento	Fabrice	0.2012	5	-39	997 N	Lise	1001
2	798 m^3	0.9231	Los Angeles	Sacramento	Fabrice	0.5551	143	-96	819 N	Lise	1007
1	80 m^3	0.1467	Long Beach	Santa Clarita, Anaheim	Inan	0.7646	500	603	362 N	Inan	425
1	-1 m^3	-0.0722	Bakersfield	Modesto, San Diego	Inan	0.7624	924	831	121 N	Inan	462
5	286 m^3	0.2407	Moreno Valley	Fresno	Sam	0.2744	-110	969	385 N	Eriq	752
1	108 m^3	-0.0208	Long Beach	Anaheim, Bakersfield, Santa Clarita	Andrew	0.7758	1047	662	132 N	Inan	392
3	760 m^3	0.2873	Fremont	San Bernardino, Moreno Valley	Vani	1.0323	814	679	480 N	Chris	196
1	4 m^3	0.0557	Chula Vista	Modesto, Bakersfield	Inan	0.7458	953	427	345 N	Inan	342
0	1028 m^3	0.6242	San Diego	San Jose	Eriq	0.4523	542	249	741 N	Fabrice	216
4	121 m^3	0.4989	Sacramento	Riverside	Chris	-0.1151	521	908	418 N	Michael	765
4	96 m^3	0.7241	San Jose	Los Angeles	Chris	0.2275	836	821	222 N	Tony	920
0	1019 m^3	0.5441	San Diego	Stockton	Eriq	0.2463	610	265	857 N	Fabrice	239
3	844 m^3	0.3699	Fremont	Chula Vista, Long Beach, Oakland, Moreno Valley	VANI	0.7254	769	459	316 N	Chris	93
5	NULL	0.1209	MORENO VALLEY	san francisco	Sam	0.3625	99	370	615 N	Eriq	598
4	351 m^3	0.8971	San Jose	Los Angeles	Chris	0.0164	381	877	-131 N	Michael	813
5	434 m^3	n/a	Moreno Valley	San Francisco	Sam	0.3904	334	994	573 N	Eriq	849
5	239 m^3	0.3904	Oakland	San Francisco	Sam	0.4366	75	796	332 N	Eriq	524
5	362 m^3	0.4104	Moreno Valley	San Francisco	Sam	0.248	10	792	464 N	Eriq	568
4	272 m^3	0.4481	San Bernardino	Los Angeles	Lise	-0.0935	669	554	192 N	Michael	864
0	1109 m^3	0.3551	Sacramento	Stockton	Michael	0.2631	193	113	N/A	Reilly	166
1	5 m^3	0.0798	Bakersfield	Santa Clarita, San Diego, Modesto	Andrew	0.6235	791	458	234 N	Inan	314
5	409 m^3	0.1544	Oakland	San Francisco	sam	0.3874	238	648	406 N	Eriq	474
1	-58 m^3	0.0588	Chula Vista	Long Beach, Chula Vista, San Bernardino	Andrew	0.6619	1146	741	371 N	Inan	187
2	737 m^3	0.9053	Los Angeles	Fremont	Reilly	0.6351	365	-16	818 N	Lise	885
0	934 m^3	0.5888	San Diego	Moreno Valley, Chula Vista	Michael	0.3932	534	7	673 N	Reilly	137
5	658 m^3	0.188	Riverside	San Francisco	Sam	0.1364	16	948	480 N	Inan	412
3	759 m^3	0.3405	Fremont	Oakland, Long Beach	Vani	0.9518	607	625	846 N	Chris	297
2	532 m^3	0.8384	Los Angeles	Sacramento	Sam	0.9229	389	18	899 N	Lise	850
5	591 m^3	0.5915	Oakland	San Francisco	Sam	0.0944	254	981	299 N	Eriq	624
5	330 m^3	0.32	Long Beach	Moreno Valley, San Bernardino	Sam	0.2185	393	1175	439 N	Eriq	431
1	-33 m^3	0.0905	Long Beach	Modesto	Andrew	0.745	868	534	360 N	Inan	599
4	427 m^3	0.8612	San Diego	San Francisco	Lise	0.1639	642	663	126 N	Michael	956
4	55 m^3	0.7407	San Jose	Los Angeles	Lise	-0.0064	733	719	35 N	Michael	839
3	559 m^3	0.1533	Fremont	Long Beach, San Bernardino, Moreno Valley, Oakland	Vani	0.868	742	460	770 N	Chris	319
4	268 m^3	0.8288	San Jose	Los Angeles	Chris	0.2002	470	700	194 N	Michael	1041
3	662 m^3	0.2856	Irvine	San Bernardino	Vani	0.972	703	381	622 N	Chris	86
5	370 m^3	0.411	Moreno Valley	SAN FRANCISCO	Sam	0.4184	394	754	379 N	Eriq	620
1	-15 m^3	-0.1393	Irvine	San Diego	Vani	0.7852	1025	541	181 N	iNAN	750
